Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
Michael Schumacher,,15-09-2021,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.","Hanns-Bruno KammertÃ¶ns, Vanessa NÃ¶cker, Michael Wech",113 min,"Documentaries, International Movies, Sports Movies",TV-14,2021,s69,Schumacher,Movie
,India,15-09-2021,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,,1 Season,"International TV Shows, TV Dramas",TV-PG,2015,s70,Stories by Rabindranath Tagore,TV Show
ItatÃ­ Cantoral,,15-09-2021,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",TV-MA,2021,s71,Too Hot To Handle: Latino,TV Show
"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,14-09-2021,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,David A. Vargas,13 min,Children & Family Movies,TV-Y,2021,s72,A StoryBots Space Adventure,Movie
"Jack Whitehall, Michael Whitehall",United Kingdom,14-09-2021,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",,5 Seasons,"British TV Shows, Docuseries, International TV Shows",TV-MA,2021,s73,Jack Whitehall: Travels with My Father,TV Show
"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,14-09-2021,"When a powerful businesswomanâ€™s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",Kemi Adetiba,182 min,"Dramas, International Movies",TV-MA,2018,s74,King of Boys,Movie
,,14-09-2021,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",,2 Seasons,Reality TV,TV-PG,2021,s75,The World's Most Amazing Vacation Rentals,TV Show
"Bear Grylls, Jason Derek Prempeh",,14-09-2021,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",Ben Simms,106 min,Children & Family Movies,TV-G,2021,s76,You vs. Wild: Out Cold,Movie
"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,14-09-2021,"A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",,1 Season,"Anime Series, International TV Shows",TV-14,2013,s77,Yowamushi Pedal,TV Show
"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",,11-09-2021,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaalâ€™s new evil plans! Can his inner strength help him defeat the enemy?,Prakash Satam,48 min,"Children & Family Movies, Comedies",TV-Y7,2021,s78,Little Singham - Black Shadow,Movie
"Vijay Sethupathi, Parthiban, Raashi Khanna",,11-09-2021,A budding politician has devious plans to rise in the ranks â€” until an unexpected new presence begins to interfere with his every crooked move.,Delhiprasad Deenadayalan,145 min,"Comedies, Dramas, International Movies",TV-14,2020,s79,Tughlaq Durbar,Movie
"Vijay Sethupathi, Parthiban, Raashi Khanna",,11-09-2021,A budding politician has devious plans to rise in the ranks â€” until an unexpected new presence begins to interfere with his every crooked move.,Delhiprasad Deenadayalan,145 min,"Comedies, Dramas, International Movies",TV-14,2021,s80,Tughlaq Durbar (Telugu),Movie
"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,10-09-2021,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",Tomer Eshed,93 min,Children & Family Movies,TV-Y7,2021,s81,Firedrake the Silver Dragon,Movie
"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,10-09-2021,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",Cedric Nicolas-Troyan,106 min,Action & Adventure,R,2021,s82,Kate,Movie
"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,10-09-2021,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",TV-14,2021,s83,Lucifer,TV Show
Jo Koy,,10-09-2021,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",,1 Season,Reality TV,TV-MA,2021,s84,Metal Shop Masters,TV Show
"Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,10-09-2021,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.","JJC Skillz, Funke Akindele",147 min,"Action & Adventure, Comedies, Dramas",TV-MA,2020,s85,Omo Ghetto: the Saga,Movie
"Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands",,10-09-2021,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every PokÃ©mon. Together, they're on a journey to adventure!",,1 Season,"Anime Series, Kids' TV",TV-Y7,2021,s86,PokÃ©mon Master Journeys: The Series,TV Show
"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,10-09-2021,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,Thomas Sieben,87 min,"International Movies, Thrillers",TV-MA,2021,s87,Prey,Movie
"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,10-09-2021,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,,2 Seasons,"Kids' TV, Korean TV Shows",TV-Y,2019,s88,Titipo Titipo,TV Show
"Malcolm X, Muhammad Ali",,09-09-2021,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",Marcus Clarke,96 min,"Documentaries, Sports Movies",PG-13,2021,s89,Blood Brothers: Malcolm X & Muhammad Ali,Movie
"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",,09-09-2021,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place â€” but that will mean facing plenty of challenges!",,4 Seasons,Kids' TV,TV-Y7,2017,s90,Mighty Raju,TV Show
"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza GonzÃ¡lez, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States",09-09-2021,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. Thatâ€™s bad enough, but its real purpose is even worse.",Alice Waddington,95 min,"Sci-Fi & Fantasy, Thrillers",TV-MA,2019,s91,Paradise Hills,Movie
,France,09-09-2021,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,"Mona Achache, Patricia Tourancheau",92 min,"Documentaries, International Movies",TV-14,2021,s92,The Women and the Murderer,Movie
"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet KurtuluÅŸ, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba GaÃ¯a Kraghede Bellugi, Nabil Mallat",Belgium,08-09-2021,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,2021,s93,Into the Night,TV Show
"Elsa Ã–hrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa BergstrÃ¶m Terent, Josef Kadim, Yohannes Frezgi",,08-09-2021,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",Alexis AlmstrÃ¶m,91 min,"Dramas, International Movies, Romantic Movies",TV-MA,2021,s94,JJ+E,Movie
"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States",08-09-2021,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,Raja Gosnell,90 min,"Children & Family Movies, Comedies",PG,2018,s95,Show Dogs,Movie
Michelle Buteau,"United States, United Kingdom",08-09-2021,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",,3 Seasons,Reality TV,TV-MA,2021,s96,The Circle,TV Show
"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,07-09-2021,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",Stephen Kijak,97 min,"Documentaries, Music & Musicals",TV-MA,2018,s97,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie
"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",United States,07-09-2021,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined â€” and he can't do it alone.,,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",TV-Y7,2021,s98,Kid Cosmic,TV Show
"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",United Kingdom,07-09-2021,"The Octonauts expand their exploration beyond the sea â€”Â and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",,1 Season,"British TV Shows, Kids' TV",TV-Y,2021,s99,Octonauts: Above & Beyond,TV Show
"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi","France, United States",07-09-2021,"Four women â€” a chef, a single mom, an heiress and a job seeker â€” dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",,1 Season,"TV Comedies, TV Dramas",TV-MA,2021,s100,On the Verge,TV Show
"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",,07-09-2021,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",,2 Seasons,Kids' TV,TV-Y7,2019,s101,Tobot Galaxy Detectives,TV Show
,United States,07-09-2021,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.","Chapman Way, Maclain Way",80 min,"Documentaries, Sports Movies",TV-MA,2021,s102,Untold: Breaking Point,Movie
,,06-09-2021,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",Jason Hehir,1 Season,"Docuseries, Science & Nature TV",TV-14,2021,s103,Countdown: Inspiration4 Mission to Space,TV Show
"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",,06-09-2021,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,Yemi Amodu,117 min,"Dramas, International Movies, Thrillers",TV-MA,2020,s104,Shadow Parties,Movie
"Robyn Slade, Kami Desilets",South Korea,06-09-2021,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",,2 Seasons,"Kids' TV, Korean TV Shows",TV-Y,2016,s105,Tayo the Little Bus,TV Show
"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,05-09-2021,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",Lijo Jose Pellissery,128 min,"Action & Adventure, Comedies, Dramas",TV-14,2017,s106,Angamaly Diaries,Movie
"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,05-09-2021,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",,5 Seasons,"Kids' TV, TV Comedies",TV-G,2021,s107,Bunk'd,TV Show
"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,04-09-2021,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",David de Vos,90 min,"Children & Family Movies, Dramas",G,2018,s108,A Champion Heart,Movie
"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Australia,03-09-2021,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",,1 Season,"Kids' TV, TV Dramas, Teen TV Shows",TV-G,2021,s109,Dive Club,TV Show
"Ãšrsula CorberÃ³, Itziar ItuÃ±o, Ãlvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, MarÃ­a Pedraza, Alba Flores, Miguel HerrÃ¡n, Jaime Lorente, Esther Acebo, Darko Peric, Kiti MÃ¡nver",Spain,03-09-2021,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2021,s110,La casa de papel,TV Show
,,03-09-2021,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.","Luis Alfaro, Javier GÃ³mez Santander",1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",TV-MA,2021,s111,Money Heist: From Tokyo to Berlin,TV Show
"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji","United States, Singapore",03-09-2021,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",,1 Season,Kids' TV,TV-Y,2021,s112,Sharkdog,TV Show
"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",,03-09-2021,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",Sara Colangelo,119 min,Dramas,PG-13,2021,s113,Worth,Movie
"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",,02-09-2021,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,Stephen Herek,110 min,"Comedies, Romantic Movies",TV-PG,2021,s114,Afterlife of the Party,Movie
"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar",India,02-09-2021,"A wealthy industrialistâ€™s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",Rahul Rawail,143 min,"Dramas, International Movies, Thrillers",TV-14,1994,s115,Anjaam,Movie
